NAME,GP,FGM,FGA,3PA,FTM,FTA,OREB,DREB,AST,TOV,CAREER_5YRS
Matt Freije,23,1,5,2,0,0,0,2,0,0,0
Matt Bonner,82,3,5,1,0,0,1,2,0,0,1
David Harrison,43,2,4,0,1,2,1,2,0,1,0
Trevor Ariza,80,2,4,0,1,2,1,1,1,0,1
Nick Collison,82,2,4,0,1,1,1,2,0,0,1
Tony Allen,77,2,5,0,1,2,1,1,0,1,1
Devin Harris,76,2,4,1,1,1,0,1,2,1,1
Jackson Vroman,46,1,4,0,1,1,1,2,0,1,0
Al Jefferson,71,2,5,0,1,1,1,2,0,0,1
Billy Thomas,25,1,3,2,0,0,0,1,0,0,0
Kirk Snyder,68,1,4,1,0,1,0,1,0,0,0
Royal Ivey,62,1,3,0,0,1,0,1,1,0,1
Kris Humphries,67,1,4,0,0,1,1,1,0,0,1
Delonte West,39,1,4,1,0,0,0,1,1,0,1
Andre Barrett,38,1,3,1,0,0,0,0,1,0,0
Lionel Chalmers,36,1,3,1,0,0,0,0,1,0,0
Jerian Grant,76,2,5,1,1,1,0,1,2,1,0
Donta Smith,38,1,3,0,0,1,0,0,1,0,0
James Thomas,11,1,1,0,0,0,1,1,0,0,0
Kevin Martin,45,1,2,0,0,1,0,0,0,0,1
LeBron James,79,7,18,2,4,5,1,4,5,3,1
Carmelo Anthony,82,7,17,2,5,6,2,3,2,3,1
Kirk Hinrich,76,4,10,4,1,2,0,2,6,2,1
Dwyane Wade,61,6,13,0,3,5,1,2,4,3,1
Chris Bosh,75,4,9,0,2,3,2,4,1,1,1
Jarvis Hayes,70,4,9,1,1,1,1,2,1,1,1
T.J. Ford,55,2,7,0,1,1,0,2,6,2,1
Keith Bogans,73,2,6,2,0,1,1,2,1,1,1
Udonis Haslem,75,2,6,0,1,2,2,3,0,1,1
Josh Howard,67,3,7,1,1,2,2,3,1,1,1
Chris Kaman,82,2,5,0,1,1,1,4,1,1,1
Tyus Jones,37,1,4,1,0,1,0,1,2,0,0
Matt Barnes,38,1,3,0,1,1,1,2,1,1,1
Ronald Dupree,47,2,6,0,1,2,1,2,1,1,1
Steve Blake,75,2,5,2,0,0,0,1,2,1,1
Marquis Daniels,56,3,7,0,1,1,1,1,2,0,1
Linton Johnson,41,1,5,0,0,0,1,3,0,0,1
Marcus Banks,81,2,5,1,1,1,0,1,2,1,1
Luke Ridnour,69,2,5,1,0,1,0,1,2,1,1
Willie Green,53,2,6,1,1,1,0,0,1,1,1
Chris McCullough,24,1,4,1,0,1,1,1,0,0,0
Mo Williams,57,2,5,0,0,1,0,0,1,0,1
David West,71,1,3,0,0,1,1,2,0,0,1
Brian Cook,35,1,4,0,0,0,0,2,0,0,1
Travis Hansen,41,1,3,0,0,0,0,1,0,0,0
Kyle Korver,74,1,4,2,0,0,0,1,0,0,1
Norman Powell,49,2,4,1,0,1,0,1,1,0,0
Brandon Hunter,36,1,3,0,0,1,1,1,0,0,0
Jason Kapono,41,1,3,1,0,0,0,0,0,0,1
Luke Walton,72,0,2,0,0,0,0,1,1,0,1
Reece Gaines,38,0,2,0,0,0,0,0,1,0,0
Richie Frahm,54,1,2,1,0,0,0,0,0,0,0
Matt Carroll,16,0,1,0,0,0,0,0,0,0,1
Caron Butler,78,5,13,1,4,4,1,3,2,2,1
Jonathon Simmons,55,2,4,0,1,1,0,1,1,1,0
Amar'e Stoudemire,82,4,10,0,3,5,3,5,1,2,1
Dajuan Wagner,47,4,12,3,2,3,0,1,2,1,0
Drew Gooden,70,5,11,0,2,3,2,4,1,2,1
Jay Williams,75,3,9,2,1,2,0,2,4,2,0
Carlos Rogers,49,3,6,0,1,3,2,3,0,1,1
Junior Harrington,82,2,5,0,0,1,0,2,3,1,0
J.R. Bremer,64,2,7,4,1,1,0,2,2,0,0
Dorian Finney-Smith,33,1,4,2,0,0,0,2,1,0,0
Rashad Vaughn,70,1,3,2,0,0,0,1,0,0,0
Vincent Yarbrough,59,2,7,1,0,1,0,2,2,1,0
Rasual Butler,72,2,7,2,1,1,0,2,1,1,1
Reggie Evans,67,1,2,0,1,2,2,4,0,0,1
Smush Parker,66,2,5,1,1,1,0,1,2,2,1
Mike Batiste,75,2,6,1,0,1,1,2,0,0,0
Mike Dunleavy,82,2,5,1,1,1,0,1,1,1,1
Mike Dunleavy,82,2,5,1,1,1,0,1,1,1,1
Jarell Martin,27,2,4,0,1,2,1,1,0,0,0
Casey Jacobsen,72,1,4,2,1,1,0,0,1,0,0
Juan Dixon,42,2,6,2,0,1,0,1,1,1,1
Melvin Ely,52,1,3,0,1,1,1,2,0,1,1
Mike Wilks,46,1,3,0,0,1,0,1,2,0,1
Sean Lampley,35,1,3,0,1,2,0,1,0,0,0
Chris Jefferies,51,1,3,1,0,0,0,0,0,0,0
Lonny Baxter,55,1,3,0,1,1,1,1,0,0,0
Juaquin Hawkins,58,1,2,0,0,0,0,1,0,0,0
Richaun Holmes,51,2,4,0,1,1,1,1,0,0,0
Kareem Rush,76,1,3,0,0,0,0,0,0,0,1
Marcus Haislip,39,1,3,0,0,1,0,0,0,0,0
Chris Wilcox,46,1,3,0,0,1,0,1,0,0,1
Dan Dickau,50,1,3,1,0,0,0,0,1,1,1
Tayshaun Prince,42,1,2,1,0,0,0,1,0,0,1
Ryan Humphrey,48,0,2,0,0,0,0,1,0,0,0
John Salmons,64,0,1,0,0,0,0,0,0,0,1
Tamar Slay,36,1,2,0,0,0,0,0,0,0,0
Qyntel Woods,53,1,2,0,0,0,0,0,0,0,0
Cameron Payne,57,2,4,1,0,0,0,1,1,0,0
Adam Harrington,19,0,1,0,0,0,0,0,0,0,0
Shane Battier,78,5,12,3,2,3,2,3,2,2,1
Jason Richardson,80,5,13,3,1,2,1,2,3,2,1
Jamaal Tinsley,80,3,9,2,1,2,1,2,8,3,1
Sonny Parker,77,3,8,2,1,2,0,2,4,2,1
Trenton Hassell,78,3,8,2,1,1,0,2,2,1,1
Justin Anderson,55,1,3,1,0,1,0,2,0,0,0
Eddie Griffin,73,3,9,3,0,1,1,4,0,0,1
Joe Johnson,77,3,7,1,0,0,1,2,2,0,1
Gilbert Arenas,47,3,8,2,2,3,0,1,3,2,1
Richard Jefferson,79,3,7,0,2,3,1,2,1,1,1
Speedy Claxton,67,2,6,0,1,2,0,1,3,1,1
Jarron Collins,70,2,4,0,1,2,2,2,0,0,1
Brendan Haywood,62,1,3,0,1,2,2,2,0,0,1
Tyson Chandler,71,2,4,0,1,3,1,3,0,1,1
Jason Collins,77,1,3,0,1,2,1,2,1,0,1
Troy Murphy,82,2,5,0,1,1,1,2,0,1,1
Terence Morris,68,1,4,1,0,0,1,2,0,0,0
Eddy Curry,72,2,5,0,1,2,1,2,0,1,1
Kenny Satterfield,36,2,5,0,1,1,0,1,3,1,0
Earl Watson,64,1,3,0,0,0,0,0,2,0,1
Kwame Brown,57,1,4,0,1,1,1,2,0,0,1
Will Solomon,62,1,5,2,0,1,0,0,1,1,0
Lamar Patterson,35,0,2,1,0,0,0,1,1,0,0
Etan Thomas,47,1,3,0,0,1,1,2,0,0,1
Tierre Brown,40,1,2,0,0,0,0,0,1,1,0
Steven Hunter,53,1,2,0,1,1,0,1,0,0,1
Loren Woods,60,0,1,0,0,1,0,1,0,0,1
Alton Ford,53,1,2,0,0,1,0,1,0,0,0
Gerald Wallace,54,1,3,0,0,0,0,0,0,0,1
Joe Crispin,21,1,3,1,0,0,0,0,1,0,0
Zach Randolph,41,1,2,0,0,0,0,0,0,0,1
Brandon Armstrong,35,0,2,0,0,0,0,0,0,0,0
Willie Reed,39,1,3,0,0,1,1,1,0,0,0
Kenyon Martin,68,5,11,0,1,2,2,5,1,2,1
Marc Jackson,48,4,10,0,3,4,2,5,1,1,1
Mike Miller,82,4,10,4,1,1,0,3,1,1,1
Darius Miles,81,3,7,0,1,2,1,4,1,1,1
Morris Peterson,80,3,8,2,1,1,1,1,1,1,1
Chris Porter,51,3,8,0,1,2,1,2,1,1,0
Marcus Fizer,72,3,9,0,1,2,1,3,1,1,1
Stephen Jackson,77,3,7,2,1,1,0,2,1,1,1
Courtney Alexander,65,3,8,0,1,2,0,1,1,1,0
Chris Mihm,59,2,6,0,1,2,1,2,0,1,1
Kelly Oubre,63,1,3,1,0,0,0,1,0,0,0
Desmond Mason,78,2,5,0,0,1,0,2,0,0,1
Khalid El-Amin,50,2,6,1,1,1,0,1,2,1,0
Quentin Richardson,76,3,6,2,1,2,1,2,0,0,1
Mark Blount,64,1,3,0,0,1,1,2,0,1,1
Jamal Crawford,61,1,5,1,0,0,0,1,2,1,1
DerMarr Johnson,78,1,5,1,0,1,0,1,0,1,1
Stromile Swift,80,1,4,0,1,1,1,2,0,0,1
Keyon Dooling,76,1,4,1,1,2,0,1,2,1,1
Mateen Cleaves,78,2,5,0,1,1,0,1,2,1,1
Mike Penberthy,53,1,4,2,0,0,0,1,1,0,0
Lee Nailon,42,1,3,0,0,1,0,1,0,0,1
Eddie House,50,2,4,1,0,0,0,0,1,0,1
Paul McPherson,55,2,3,0,0,1,0,0,0,0,0
Daniel Santiago,54,1,2,0,0,1,0,1,0,0,0
Isaiah Whitehead,25,2,6,1,0,1,0,2,3,2,0
Darrun Hilliard,38,1,3,1,0,1,0,1,0,0,0
Mark Madsen,70,0,1,0,0,0,1,1,0,0,1
DeShawn Stevenson,40,0,2,0,0,1,0,0,0,0,1
Elton Brand,81,7,16,0,4,6,4,5,1,2,1
Lamar Odom,76,5,13,2,4,5,2,5,4,3,1
Steve Francis,77,6,14,4,3,4,2,3,6,4,1
Metta World Peace,72,4,10,2,2,3,0,3,2,2,1
Walt Szczerbiak,73,4,9,1,1,2,1,2,2,1,0
Adrian Griffin,72,2,5,0,1,2,1,3,2,1,1
Andre Miller,82,4,9,0,2,3,1,2,5,2,1
James Posey,81,2,6,2,1,1,1,2,1,1,1
Kenny Thomas,72,2,7,1,1,2,2,4,1,1,1
Shawn Marion,51,4,9,0,1,1,2,4,1,1,1
Vonteego Cummings,75,3,8,2,1,2,0,1,3,1,0
Anthony Carter,79,2,6,0,1,1,0,1,4,2,1
Jason Terry,81,3,7,1,1,1,0,1,4,1,1
Chucky Atkins,82,3,9,2,1,1,0,1,3,1,1
Richard Hamilton,71,3,8,1,1,1,0,1,1,1,1
Greg Buckner,48,2,4,0,0,1,1,2,1,0,1
Langston Galloway,45,4,11,3,1,1,0,3,3,1,0
Baron Davis,82,2,5,1,1,1,0,1,3,1,1
Corey Maggette,77,2,6,0,2,3,1,2,0,1,1
Eddie Robinson,67,3,5,0,0,1,0,1,0,0,1
Michael Ruffin,71,0,1,0,0,1,1,1,0,0,1
Chris Herren,45,1,2,1,0,0,0,0,2,0,0
Quincy Lewis,74,1,4,0,0,0,0,0,0,0,0
Ryan Bowen,52,0,2,0,0,1,1,0,0,0,1
Cal Bowdler,46,1,2,0,0,0,0,1,0,0,0
Scott Padgett,47,0,3,0,0,0,0,1,0,0,1
Nerlens Noel,75,4,8,0,1,3,2,5,1,1,0
Roy Rogers,40,0,2,0,0,1,0,1,0,0,0
William Avery,59,0,3,1,0,0,0,0,1,0,0
Milt Palacio,53,0,1,0,0,0,0,0,0,0,1
Devean George,49,1,2,1,0,0,0,0,0,0,1
Lari Ketner,22,0,1,0,0,0,0,1,0,0,0
Jason Williams,50,4,12,6,1,2,0,2,6,2,1
Vince Carter,50,6,15,1,4,5,1,3,3,2,1
Mike Bibby,50,5,12,1,2,3,0,2,6,2,1
Paul Pierce,48,5,13,4,2,4,2,4,2,2,1
Elfrid Payton,82,3,8,0,1,2,1,3,6,2,0
Michael Dickerson,50,4,9,3,0,1,0,1,1,1,1
Jamie Feick,28,2,4,0,1,2,4,6,0,1,1
Cuttino Mobley,49,3,8,3,1,2,0,1,2,1,1
Tyrone Nesby,50,3,8,1,2,2,1,2,1,1,0
Antawn Jamison,47,3,8,0,1,3,2,3,0,1,1
Matt Harpring,50,3,6,0,2,2,1,2,0,1,1
Jabari Parker,25,5,10,0,1,2,2,3,1,1,0
Larry Hughes,50,3,8,1,2,3,1,2,1,1,1
Robert Traylor,49,2,4,0,0,1,1,2,0,0,1
Michael Doleac,49,2,5,0,1,1,1,1,0,0,1
Cory Carr,42,1,5,0,0,0,0,1,1,1,0
Keon Clark,28,1,2,0,0,1,1,2,0,0,1
Damon Jones,24,1,5,2,0,0,0,1,1,0,1
Pat Garrity,39,2,4,0,1,1,0,1,0,0,1
Marcus Smart,67,2,7,4,1,1,0,2,3,1,0
Bryce Drew,34,1,3,1,0,0,0,0,1,0,1
Jelani McCoy,26,2,2,0,0,1,1,2,0,0,1
Brad Miller,38,2,3,0,2,2,0,2,0,0,1
Ricky Davis,46,1,4,0,1,1,0,1,1,1,1
J.R. Henderson,30,1,3,0,0,1,0,0,0,0,0
Corey Benjamin,31,1,3,0,0,1,0,0,0,0,0
Roshown McLeod,34,1,4,0,1,1,0,1,0,0,0
Earl Boykins,22,1,3,0,0,0,0,0,1,0,1
Toby Bailey,27,1,3,0,0,0,0,1,0,0,0
Marlon Garnett,24,0,2,1,0,0,0,0,0,0,0
Jordan Clarkson,59,4,10,2,2,2,0,2,3,1,0
Andrae Patterson,35,1,2,0,0,1,0,1,0,0,0
Gerald Brown,33,1,2,0,0,0,0,0,0,0,0
Ruben Patterson,24,0,2,0,0,1,0,0,0,0,1
Nazr Mohammed,26,0,1,0,0,0,0,0,0,0,1
Keith Van Horn,62,7,16,3,4,4,2,4,1,2,1
Ron Mercer,80,6,14,0,2,2,1,2,2,1,1
Brevin Knight,80,3,7,0,2,3,0,2,8,2,1
Cedric Henderson,82,4,8,0,1,2,0,3,2,2,1
Cedric Henderson,82,4,8,0,1,2,0,3,2,2,1
Bobby Jackson,68,4,11,1,2,2,1,3,4,2,1
Zach LaVine,77,3,8,2,1,2,0,2,3,2,0
Anthony Johnson,77,2,7,1,1,1,0,1,4,1,1
Derek Anderson,66,3,8,1,4,4,0,2,3,1,1
Chauncey Billups,80,3,9,4,2,3,0,1,3,2,1
Antonio Daniels,74,3,7,0,1,2,0,1,4,2,1
Eric Washington,66,3,7,2,1,1,0,1,1,1,0
Tony Battie,65,3,8,0,1,1,2,3,0,1,1
Tim Thomas,77,4,8,2,2,3,1,2,1,1,1
Danny Fortson,80,3,7,0,3,4,2,3,1,2,1
Maurice Taylor,71,4,9,0,2,3,1,2,0,1,1
Lawrence Funderburke,52,3,7,0,2,3,1,3,1,1,1
Alvin Williams,54,2,5,0,1,1,0,1,1,1,1
Rodrick Rhodes,58,1,5,0,1,3,0,0,1,1,0
Tracy McGrady,64,2,6,0,1,1,1,2,1,1,1
Rick Brunson,38,1,3,1,1,1,0,1,2,1,1
Jerald Honeycutt,38,2,5,2,0,1,0,1,0,1,0
Kelvin Cato,74,1,3,0,1,1,1,2,0,0,1
Domantas Sabonis,34,2,6,2,0,0,0,3,1,1,0
Adreian Payne,32,2,6,0,0,1,1,3,0,1,0
Keith Closs,58,1,3,0,0,1,1,1,0,0,0
Kevin Ollie,35,1,2,0,1,2,0,0,1,1,1
Bubba Wells,39,1,3,0,0,1,0,1,0,0,0
John Thomas,54,1,2,0,0,1,0,1,0,0,1
Travis Williams,39,1,3,0,0,1,1,1,0,0,0
Jacque Vaughn,45,1,2,0,1,1,0,0,1,1,1
Chris Garner,38,0,1,0,0,0,0,0,1,0,0
Chris Crawford,40,1,2,0,1,1,0,0,0,0,1
Anthony Parker,37,0,1,0,0,0,0,0,0,0,1
Allen Iverson,76,8,19,6,5,7,1,2,7,4,1
Kerry Kittles,82,6,14,5,2,2,1,2,3,1,1
Antoine Walker,82,7,16,1,2,4,3,5,3,2,1
Shareef Abdur-Rahim,80,6,15,0,4,6,2,4,2,2,1
Stephon Marbury,67,5,13,4,3,5,0,1,7,3,1
Ray Allen,82,4,11,3,2,3,1,2,2,1,1
Marcus Camby,63,6,12,0,2,4,2,4,1,2,1
Matt Maloney,82,3,7,4,0,1,0,1,3,1,1
Lorenzen Wright,77,3,6,0,1,1,2,3,0,1,1
K.J. McDaniels,62,2,7,2,1,2,1,2,1,1,0
Dean Garrett,68,3,5,0,1,2,2,5,0,0,1
Chris Robinson,41,1,4,2,0,0,0,1,1,0,0
Shandon Anderson,65,2,4,0,1,1,0,2,0,1,1
Travis Knight,71,2,3,0,0,1,1,2,0,0,1
Kobe Bryant,71,2,5,1,1,2,0,1,1,1,1
Randy Livingston,64,1,3,0,0,1,0,1,2,1,1
Othella Harrington,57,2,3,0,0,1,1,2,0,1,1
Erick Dampier,72,1,4,0,1,2,1,2,0,1,1
Rodney Hood,50,3,7,3,1,1,0,2,1,0,0
Tony Delk,61,2,4,1,0,0,0,1,1,1,1
Samaki Walker,43,1,4,0,1,1,1,2,0,0,1
Todd Fuller,75,1,3,0,1,1,1,1,0,0,1
John Wallace,68,1,3,0,1,1,0,1,0,1,1
Derek Fisher,80,1,3,0,1,1,0,0,1,0,1
Ray Owes,57,1,3,0,0,0,1,1,0,0,0
Jermaine O'Neal,45,1,3,0,1,1,0,1,0,0,1
Malik Rose,54,1,2,0,0,1,1,1,0,0,1
Brett Szabo,70,0,1,0,0,0,0,1,0,0,0
Jerami Grant,65,1,5,2,1,3,0,2,1,1,0
Darvin Ham,36,0,1,0,0,1,0,0,0,0,1
Steve Hamer,35,0,1,0,0,0,0,1,0,0,0
Walter McCarty,35,0,1,0,0,0,0,0,0,0,1
Priest Lauderdale,35,1,2,0,0,0,0,0,0,1,0
Damon Stoudamire,70,6,16,4,3,4,0,3,9,3,1
Michael Finley,82,5,11,2,3,3,1,2,3,1,1
Jerry Stackhouse,72,6,15,4,5,7,1,2,3,3,1
Joe Smith,82,5,12,0,3,4,3,5,1,1,1
Bryant Reeves,77,5,11,0,2,3,2,5,1,2,1
Tyus Edney,80,3,9,1,2,3,0,1,6,2,0
Antonio McDyess,76,5,11,0,2,3,3,4,1,2,1
Kevin Garnett,80,4,9,0,1,1,2,4,1,1,1
Rasheed Wallace,65,4,8,1,1,1,1,3,1,1,1
Brent Barry,79,3,7,3,1,1,0,1,2,1,1
Eric Williams,64,3,8,0,3,4,1,2,1,1,1
Kurt Thomas,74,3,7,0,1,2,1,4,0,1,1
Ashraf Amaya,54,2,4,0,1,2,2,3,0,1,0
Alan Henderson,79,2,5,0,1,2,2,2,0,1,1
Gary Trent,69,3,6,0,1,2,1,2,0,1,1
Loren Meyer,72,2,4,0,1,1,1,2,0,0,0
Theo Ratliff,75,1,3,0,1,1,1,2,0,0,1
Anthony Goldwire,42,1,4,2,1,1,0,0,2,1,1
Bob Sura,79,1,4,1,1,1,0,1,2,1,1
Don Reid,69,1,2,0,0,1,1,1,0,0,1
Jimmy King,62,1,4,0,0,1,0,1,1,1,0
Shawn Respert,62,1,4,2,0,0,0,0,1,0,0
Shabazz Napier,51,1,4,2,0,1,0,1,2,1,0
Cherokee Parks,64,1,3,0,0,1,1,2,0,0,1
Lawrence Moten,44,2,5,1,1,1,0,0,1,1,0
Greg Ostertag,57,1,3,0,0,0,1,2,0,0,1
Corliss Williamson,53,2,5,0,0,1,1,1,0,1,1
Terrence Rencher,36,0,2,0,0,1,0,1,1,1,0
Chris Carr,60,1,3,0,0,1,0,1,0,0,1
Travis Best,59,1,2,0,1,1,0,0,1,1,1
Jason Caffey,57,1,2,0,0,1,0,1,0,0,1
Elijah Millsap,47,1,5,1,1,1,0,2,1,1,0
Eric Snow,43,1,2,0,0,1,0,0,1,0,1
Jerome Allen,41,0,2,0,0,0,0,0,1,0,0
Junior Burrough,61,1,2,0,1,1,0,1,0,0,0
Lou Roe,49,0,1,0,0,0,0,1,0,0,0
Marques Bragg,53,1,2,0,0,0,0,0,0,0,0
Todd Mundt,33,0,1,0,0,0,0,0,0,0,0
Grant Hill,70,7,15,0,5,7,1,4,5,2,1
Glenn Robinson,80,8,17,3,5,6,2,4,2,3,0
Glenn Robinson,80,8,17,3,5,6,2,4,2,3,0
Juwan Howard,65,7,14,0,3,4,2,5,2,2,1
Tarik Black,63,2,4,0,1,1,2,3,0,0,0
Jason Kidd,79,4,10,3,2,3,1,3,7,3,1
Lamond Murray,81,5,13,2,2,3,1,2,1,2,1
Eddie Jones,64,5,11,3,1,2,1,2,2,1,1
Eric Montross,78,3,7,0,2,3,2,4,0,1,1
Donyell Marshall,72,4,12,3,2,3,1,3,1,1,1
Brian Grant,80,5,10,0,2,4,2,4,1,2,1
Sharone Wright,79,4,9,0,2,3,2,3,0,1,0
Wesley Person,78,4,8,3,1,1,0,1,1,1,1
Clifford Rozier,66,2,5,0,1,2,3,4,0,1,0
Jalen Rose,81,2,6,1,2,2,0,2,4,2,1
Tyler Johnson,32,2,5,1,1,1,0,2,1,0,0
Khalid Reeves,67,3,6,2,2,2,0,2,4,2,1
Chris Childs,53,2,5,2,1,1,0,1,4,1,1
Aaron McKie,45,2,5,0,1,1,0,2,2,0,1
Ryan Lorthridge,37,2,6,0,1,2,0,1,2,1,0
Derrick Alston,64,1,4,0,0,1,1,1,0,0,0
Anthony Tucker,62,1,3,0,0,1,0,2,1,0,0
Greg Minor,63,2,4,0,1,1,0,1,1,0,1
Eric Piatkowski,81,2,5,2,1,1,0,0,1,0,1
B.J. Tyler,55,1,3,0,0,0,0,0,3,1,0
Eric Mobley,46,1,2,0,0,1,1,2,0,0,0
Monty Williams,41,1,3,0,0,0,1,1,1,1,1
Anthony Miller,46,1,2,0,1,1,1,1,0,0,1
Howard Eisley,49,0,2,0,0,0,0,0,1,1,1
Bill Curley,53,1,2,0,0,0,1,1,0,0,1
Jamie Watson,60,1,2,0,0,0,0,1,1,0,0
Tony Dumas,58,1,4,1,0,1,0,0,1,0,0
Dickey Simpkins,59,1,3,0,0,1,1,1,0,0,1
Jim McIlvaine,55,0,1,0,0,0,0,1,0,0,1
Dwayne Morton,41,1,3,0,1,2,0,0,0,0,0
Darrin Hancock,46,1,2,0,0,0,0,0,0,0,0
Tim Breaux,42,1,2,0,0,1,0,0,0,0,0
Trevor Ruffin,49,1,4,2,0,0,0,0,1,1,0
Brooks Thompson,38,1,3,1,0,0,0,0,1,0,0
Anfernee Hardaway,82,6,13,2,3,4,2,3,6,3,1
Jamal Mashburn,79,7,17,3,3,5,1,3,3,3,1
Nick Van Exel,81,5,13,4,1,2,0,2,5,1,1
Chris Webber,76,7,13,0,2,4,4,5,3,2,1
Aaron Gordon,47,2,4,1,0,1,1,2,0,0,0
Vin Baker,82,5,10,0,2,5,3,4,2,2,1
Isaiah Rider,79,6,14,1,2,3,1,2,2,2,1
Lindsey Hunter,82,4,10,2,1,1,0,1,4,2,1
Chris Mills,79,3,8,1,1,2,1,3,1,1,1
George Lynch,71,4,8,0,1,2,3,2,1,1,1
P.J. Brown,79,2,5,0,1,1,2,3,1,0,1
Calbert Cheaney,65,5,10,0,1,2,1,1,1,1,1
Bo Outlaw,37,2,4,0,1,2,2,3,1,0,1
Popeye Jones,81,2,5,0,1,1,3,3,1,1,1
Antonio Davis,81,2,5,0,2,3,2,3,0,1,1
Allan Houston,79,3,8,1,1,1,0,1,1,1,1
Harold Ellis,49,3,6,0,2,3,1,1,0,0,0
Rodney Rogers,79,3,6,1,1,2,1,1,1,1,1
Mitchell Butler,75,2,5,0,1,2,1,1,1,1,1
Sam Cassell,66,2,5,1,1,1,0,1,2,1,1
Bryon Russell,67,2,4,0,0,1,0,1,0,0,1
Darren Morningstar,23,1,3,0,0,1,1,2,0,0,0
Markel Brown,47,1,4,1,1,1,0,1,0,0,0
Acie Earl,74,2,5,0,1,2,1,2,0,1,0
Lucious Harris,77,2,5,0,1,1,0,1,1,1,1
Scott Burrell,51,1,4,0,0,1,0,1,1,0,1
Warren Kidd,68,1,2,0,0,1,1,2,0,0,0
Greg Graham,70,1,4,0,1,1,0,0,0,0,1
Mike Peplowski,55,1,2,0,0,0,0,2,0,0,0
Terry Dehere,64,2,5,0,1,1,0,0,1,0,1
James Robinson,58,1,4,1,0,1,0,0,1,0,1
Corie Blount,67,1,2,0,0,1,1,1,0,0,1
Cleanthony Early,39,1,5,2,0,1,0,1,0,1,0
David Wesley,60,1,2,0,0,0,0,0,2,0,1
Chris Whitney,40,0,2,0,0,0,0,0,1,0,1
Rex Walters,48,1,2,0,0,0,0,0,1,0,1
Darnell Mee,38,0,2,0,0,0,0,0,0,0,0
Josh Grant,53,1,2,1,0,0,0,1,0,0,0
Ervin Johnson,45,1,2,0,0,1,1,1,0,0,1
Brian Davis,68,0,1,0,0,1,0,0,0,0,0
Eric Riley,47,0,1,0,0,0,0,0,0,0,1
Shaquille O'Neal,81,9,16,0,5,8,4,9,1,3,1
Latrell Sprewell,77,5,12,2,2,3,1,2,3,2,1
Christian Laettner,81,6,13,0,5,6,2,6,2,3,1
Tom Gugliotta,81,6,14,1,2,3,2,6,3,2,1
Alonzo Mourning,78,7,14,0,6,8,3,6,1,3,1
LaPhonso Ellis,82,5,11,0,2,3,3,5,1,1,1
Clarence Weatherspoon,82,6,12,0,3,5,2,5,1,2,1
Robert Horry,79,4,8,0,1,2,1,3,2,2,1
Sean Rooks,72,5,10,0,3,5,2,4,1,2,1
Walt Williams,59,6,13,3,3,5,1,2,3,3,1
Anthony Avent,82,4,9,0,1,2,2,4,1,1,1
Richard Dumas,48,6,12,0,3,4,2,2,1,1,0
Todd Day,71,5,11,2,3,4,2,2,1,1,1
Bryant Stith,39,3,7,0,2,3,1,2,1,1,1
Doug Overton,45,3,7,0,1,1,0,1,3,1,1
Anthony Peeler,77,3,8,1,2,2,0,1,2,1,1
Walter Bond,74,3,7,0,1,2,0,1,1,1,0
Andre Spencer,20,3,8,0,2,2,1,2,1,1,0
Lloyd Daniels,77,3,8,2,0,1,1,1,1,1,1
Oliver Miller,56,2,4,0,1,1,1,3,2,1,1
Harold Miner,73,4,8,0,2,2,1,1,1,1,0
T.J. Warren,40,2,5,0,0,0,1,1,0,0,0
Adam Keefe,82,2,4,0,2,2,2,3,1,1,1
Lee Mayberry,82,2,4,1,0,0,0,1,3,1,1
Hubert Davis,50,2,5,0,0,1,0,0,1,0,1
Byron Houston,79,1,4,0,1,2,1,2,0,1,0
Chris Smith,80,1,3,0,1,1,0,0,2,0,0
Chris Smith,80,1,3,0,1,1,0,0,2,0,0
Brent Price,68,1,4,0,0,1,0,1,2,1,1
Marlon Maxey,43,2,3,0,1,1,1,2,0,0,0
Litterial Green,52,1,3,0,1,1,0,0,2,0,1
Jon Barry,47,1,4,1,0,1,0,0,1,0,1
