,Id,Text,Score
90,276534,"I don't understand how anybody could think that these are too sweet or too spicy. There is absolutely no sweet or spicy taste.<br /><br />I bought them in hopes I could make a quick side dish that resembled sweet potato casserole. Prepared exactly per directions. They were bland, sticky, and had terrible after taste. They tased like cardboard.<br /><br />I think it is the russet potatoes that are mixed in ?? I tried adding cinnamon, brown sugar, more butter, and cream. There was no amount of doctoring that could save them. My family tasted and YUCK was the resounding response. They went straight to the trash.<br /><br />I should have just bought real sweet potatoes, mashed them, and added in the extras like I always do.<br /><br />Maybe it's because I am from the south and I am used to eating my sweet potatoes in casserole, pie, or piled high with butter, brown sugar, marshmallows and cinnamon. I tried ! I wanted to like them !",1
91,292672,"My dog is very picky but she will eat this, and it is so good for her.<br />I will definitely keep buying this.",5
92,296088,"Rich Tea biscuits are really not the most exciting or glamorous biscuits in the world, if ""exciting"" and ""glamorous"" are  even words that can be applied to biscuits at all. But they have one purpose in their un-glamorous existence, and that purpose is to stay together when dunked in very hot tea (with milk, of course) and to taste thoroughly delicious when devoured in that wobbly, floppy, milky-tea-sodden state. Basically, when you need a Rich Tea, you need a Rich Tea, and there is no other biscuit (that's ""cookie"" to most of you, I suppose) that will suffice. And when you need a Rich Tea, if it's not made by McVitie's, you really might as well forget about it. These are the dull, drab, boring, un-chocolate-covered, un-sexy, shy wallflowers of the biscuit tin, but dip 'em in a nice hot mug of English Breakfast and they are just incomparably  (if un-glamorously) delicious.<br /><br />I'm lucky in that I have a whole stash of the things my mother brought me over from the UK on her most recent visit, but that stash is dwindling already and I am very happy indeed that I can stock up via Amazon rather than having to wait until the next parental visit. Hmmm, this might just mean I can stop rationing the things out like it's WW2 or something and just munch my way merrily through half the pack with my cup of tea like I would back home!",4
93,302917,Joeseph's sugar free cookies are a ok option for a diabetic like myself.My only issue is the cookies are very hard and in my opinion are only good when dunked in a cup of coffee/tea.One needs to read the carb content and serving/portion size.I have not found any variety of this brand of sugar free cookies soft and easily chewable.Price wise there are a substanially more than Murray's but less than many of the other's found in Whole Foods or on line.,3
94,307557,"This plant was shipped on January 3rd.  It arrived at my house on Jan 9th.  I'd have bet anything this plant would be dead upon delivery because it was boxed up for so many days.  When I opened the packaging, which took me forever because of all the tape, it was still alive and still had plenly of moisture.  I've already named her Judy.  With luck she will be with me for many years to come.",5
95,315402,"My 15 year old loves, I mean adores this treat! I can be assured that she's getting joint nutrients at the same time. Wish it were made in the USA. Maybe some day soon we'll have our own product.",4
96,321802,"I bought mine from a grocery store, so no comments on shipping, which I assume shakes it up pretty bad.<br /><br />I was pretty excited to hear about this stuff since I started watching my blood sugar. I hadn't had soda of any sort for about a month at that point and frankly, I missed it. Enough that I drove across Arlington Texas in some traffic, just to snag some of this. As it chilled in my fridge, I thought about how it would taste. Would it be some kind of miracle Coke clone that proved God truly loved the world? Would it be revolting?<br /><br />Well, of those, it was the former, but add ""Diet"" before Coke.<br /><br />Yes, this soda has a distinct 'diet soda' taste to it, a kind of understated but sharp bittersweetness. So while it is pretty not bad, it is definitely diet.<br /><br />Should you buy some? If you're used to Diet Coke, absolutely. But if you insist on regular pop or nothing, try another flavor. I got root beer in the same trip, which is pretty good. But honestly, I don't know that I'll get another pack of the cola for a while.",3
97,339068,"I've used these before and was very happy with its performance.  But with my latest purchase, I was surprised to see the sticky area covers only 50% of the trap size. This  smaller sticky catch area means you have to buy this brand more often.  I looked at my old traps and most of the trap is sticky, and covered in moths, but they are not Safer brand traps.  They work just fine, so I say Safer is not a good deal for the price.",3
98,339266,"I thought because I love margaritas this might be a great drink.  Sorry, but it was really unpleasant.  Now maybe if you are used to the non sugar aftertaste to the point it really doesn't bother you, you may like it.  I hated it.  I used to drink the Crystal Light tea and other flavors, but pass on this one.",1
99,339832,"The taste is very sweet and nutty and the canned coconut water does not have any of the nutritional benefits found in tetra pak. Im guessing its the way they need to heat the coconut water in order to fill it in cans.<br />I gave it two stars because it does taste like coconut albeit a very sweet version. For the same price, I prefer a tetra pak brand like vita coco which has less sweet taste + nutritional components like potassium, magnesium.",2
100,341728,that is so unfair. I was a faithful customer now i have to go buy them somewhere else . Why Amazon!!!,2
101,347951,"I use the Pacific Natural Hazelnut non-dairy beverage and then I saw this at Whole Foods in California and thought it was the best idea ever, chocolate and hazellnut.  Well, it turns out the combination is best left in a candy bar because as a beverage I was disappointed.  I didn't like it in latte's like I do the regular hazelnut beverage.  It took me a while to consume the entire case and I would reorder.",2
102,349504,I have tried this product before and I really love it. The price is fair and I enjoy it...,4
103,352902,"I tried the ""Sea Salt"" variety crinkle-cut chips and they were pretty good. A little thicker than I'd anticipated, so harder to eat. But the flavor was good, with just the right amount of salt. Not sure I'll purchase this variety again, but I might try one of the others.",4
104,356307,On the good side it helps me with nighttime leg cramps.<br />On the bad side it gives me diarrhea.<br />Trying to change the amount to see if I can lessen the bad results...,3
105,358394,"All in all it's a good product, but had kind of an odd taste and smell at first, I added extra vanilla syrup to it to get more of a vanilla taste and it seemed a little too strong for my liking so I added extra water. If your preference is strong coffee you'll probably like it, but every individual is different with how they like their coffee's strength. Love the ability to make a single cup for just me when I want it without having to make a whole pot. The cup size is larger than a regular coffee cup, more of a mug size.",4
106,358872,"When I recieved the box , one of the units was damaged.  It leaked on the box it came in.<br />However, all others where fine.  Taste of the Mango was good, better when cold.",4
107,359234,Thought I'd try this tea.  Wrong choice.  Tea is not as good as Numi's Iron Goddess of Mercy Oolong tea.  Perhaps my favorite Oolong. Shipping costs almost as much as the tea on the Natural Chinese Wuyi Oolong.  I'll stay with Numi Tea from now on.,2
108,359741,I have ordered my Pop Chips from Amazon for months. The last boxful was nasty. My whole family agreed and we threw them out. They tasted old and rancid. I wrote this to Amazon and never heard a word back about it. I just cancelled my regular delivery.,1
109,367228,"howdy y'all,<br /><br />the current price works out to $3.50 per box. that is a tad higher than local shops, but it is acceptable [when combined with free shipping] in exchange for the convenience.<br /><br />as for the cereal itself, i enjoy it. [*grin*] it aint _wonderful_ but it is enjoyable. i agree that the sugar content is a tad high. sometimes i add some freeze dried bananas to it and that helps a good deal.<br /><br />rated a THREE cuz it is as expected, nothing more and nothing less.<br /><br />take care,<br />lee",3
110,380538,"I used to get ""Juniper Ridge Juniper Ridge White Sage & Wild Mint Tea"" and LOVE it with a hint of raw honey and I wanted to give this tea a try. Very disappointed- the tea was tasteless and not what i had expected.",1
111,381954,"I usually drink Silk soymilk and really like the taste, but it's hard to find plain soymilk in single-serving aseptic cartons. I like to put it in my hurricane box every summer so I'll have milk to put on cereal if we're out of power after a storm. I thought this Pacific soymilk would be just the thing, but unfortunately the stuff tastes like latex paint and it has no emulsifier in it, so it separates into liquid and clumps of solids at the bottom. Even after vigorous shaking, I couldn't get them to blend back together, and even if I could, I still couldn't get past the taste.",1
112,395972,"I ordered the 32 oz. bottle TWICE and BOTH TIMES recieved a 4oz bottle with a 32oz label. Once, maybe a mistake...TWICE, I'd think twice about ordering from them because it seems like they're trying to pull a fast one.",1
113,396305,"My Lab is a picky eater, but will eat this.<br />*It is always important to gradually add in a new food to your dog's diet to prevent sickness!",5
114,396330,"Yes I understand that these aren't perfectly cut, and some of the pieces smell a little.<br />That's not the problem I had with them to rate this bag only 3 stars.<br /><br />Bag consisted of a lot of pig ears, a lot of cow tails, something that looks like a honey bun, a 3 inch GI bone, and a huge hoof of some sort. Most of the pig ears/cow tails are the consistency of pork rinds (human food, very fluffy and crunchy).<br /><br />The pieces other than the hoof and GI bone, are NOT ""long lasting"" chews AT ALL. The pig ears you buy from walmart that are thin last at least 3 times as long as the ones in this package. I would rather buy those for my dog to chew on.<br /><br />The only pros I could find about this bag is, because the consistency is more fluffy and crumbly, the chews are probably digested easier than the rawhides you buy from walmart. Also, the fact that I got probably 30 pieces, makes it SOUND like a good deal.<br /><br />But overall, Hungry Dog was not worth the money for what I received, and definitely did not meet NEAR my expectations.",3
115,396367,i thought i was getting a deal UNTIL I SAW THAT I COULD HAVE BOUGHT A BOX for $ $ 4.98 at Walmart when they were in season...I was charged almost $10.00 per box...wasnt too happy,2
116,397414,"The flavor was a disappointment and the texture doesn't come close.  I have not tried them in Rice Krispie treats yet, so I'll hold out judgement on that.  I bought my first box of rice Chex and it fullfills my rice krispies cravings! Think I'll try the treats with that instead of the Gluten free Rice Krispies.",2
117,398529,"I was delighted when I found another sweetener that seemed to be based on stevia and not aspartame or chlorine (clorinated sugar, that is, as in Splenda). But after I used up my first box, which was not the most enjoyable experience (had a bad aftertaste), I decided to boycott the stuff.<br /><br />The mix of erythritol and rebiana goes through a patented process that is controlled by the same big companies that manage aspartame. Some of it starts out with stevia but the same could be said of Splenda and sugar; the whole ends up being truly artificial in substance. Just say 'no'. Look for a stevia sweetener that consists of stevia, not some big company's invention.<br /><br />The stuff I'm using now is absolutely wonderful. It's called SweetLeaf.",2
118,399119,"We've fed this to our dogs for just over a year now (after our vet suggested it) after years on Purina Puppy, and then Dog, Chow. Our dogs are healthy 10 & 6 years old. Go ahead and empty your wallet/purse on other brands, we'll stick with Fit & Trim until the Queen of England's dog come for a visit.",5
119,402347,It is very tiny for the price ....I think if was a case of 50 I would have been happy.,3
120,404577,"When I purchased this item, I thought that I was going to get a coffee with cream, but that was not the case.  The coffee itself was much stronger and bitter, and the ""cream"" or crema was just some powdered stuff that created a milky foam on top of the coffee, but did not change the color or flavor of the coffee at all.  I would not purchase this item again.",1
121,408241,"I loved the original Snow's clam chowder. But they've changed it & this stuff is not worth buying. Progresso clam chowder is much better, though still not as good as the old Snow's. So much for progress.",2
122,409805,"I ordered these with high hopes from the picture. They came and packaged nice but the wrappers are semi faded, they say really big $.50 on them... the flavor is AWFUL... I cannot even give them away.. the dye is so strong, everything you touch will be blue. I have ordered a lot of candy and these are a big disappointment.",2
123,413016,We got this along with the spicy marinara one. I thought we should try and 'go healthy.' There is much better whole grain pasta out there. This was not a big hit with me or my kids. We liked the concept though. It heated quickly. I guess it's precoooked so that's why it's really ready in 60 seconds (as stated on the package). The price is fine too -- just go for the Spicy Marinara instead.,3
124,414281,"This is my fist batch from amazon of the salmon and chicken formula. Purchase 3 cases from another pet food store and our cat loved it. When we opened this new one from Amazon, it didn't smell the same as the last batch, this one smelled like rotten fish and the last one smelled good. We have tried to give this new one to our cat and he refused to eat it (when he would beg for the other one and finish it promptly). I inspected both a can from this new batch and a can from the old batch and everything is the same including all ingredients. The only difference I could find was the older batch had a 2014 date on the bottom printed a little differently from the 2015 best by date the the new one....? I don't understand why this product has such inconsistent quality or maybe Newman's is not making the same quality product as they used to. Too bad since I would like to find a organic cat food that is not super expensive cause I'm not going to buy this one again.",1
125,414325,"This is a good grain free cat food, first, second and fourth ingredients are meat products. Also it is priced right. Out of 4 cats I have 3 eat it. I do offer them a variety of foods that I rotate (all grain free).<br />Just to be fair in an ending note. Not one of my cats eats all the foods I offer, they all have preferences and some will flat out not eat some brands/flavors while the others devour it. So if your cat does not eat this, it is your cat and not the food.",4
126,415719,I have been eating Muesli from different sources for years. This is really not your usual muesli. This one feels and tastes like eating sunflower seeds which is the third ingredients.  I'm already sick and tired of eating after just a few days. Otherwise I appreciate there is no added sugar.,2
127,416533,"Dough was rough, not smooth enough to cut out a cookie.  Didn't taste good.  Off taste (trying to be orange?)  Gave remainder to food bank.",2
128,416679,"<a href=""http://www.amazon.com/gp/product/B000EMD1XW"">Lipton Black Tea, Vanilla Caramel Truffle, Premium Pyramid Tea Bags, 20-Count Boxes (Pack of 6)</a><br /><br />Please try this tea before purchasing more than one box. I poured out my first cup after just a couple of sips and threw away the rest. The flavor is very strong and distinct (think coffee and butterscotch). If it doesn't suit you, it is impossible to ignore.",2
129,417298,"The Tao of Tea Lychee Black Tea blends a fairly mellow, good-quality black tea with the taste of the syrup you find in a can of lychees.  It's not objectionable to drink, but it's not something I think of as a treat or luxury either.  If you're looking for a high quality lychee black tea, I would recommend Lupicia's version which mixes a high-quality, complex yet balanced Keemun black tea with a more authentic lychee aroma.  Of course, it's twice as a expensive, but in this case, you get what you pay for.",3
130,418058,"FOR A NON-ORGANIC OR NON-GOURMET ITEM THIS TASTES AMAZINGLY FRESH, CRUNCHY AND YUMMY. BEWARE: CALORIE COUNT, FAT AND SALT CONTENT IS CONSIDERABLE.<br />BUT ONE BAG UPON OCCASION SHOULD NOT EXPLODE YOUR CHOLESTEROL COUNT.<br />crunch! fresh! yum! salty!!!! and a good deal -- free with some other stuff I bought.",4
131,422429,"I wish Amazon has listed all the ingredients about this product. When I received the product, I was disappointed to find out it contains HFCS and artificial blackberry flavor. My rule of thumb about processed foods is if it contains HFCS, it is typically low in quality (does Coke/Gatorade ring a bell?)<br /><br />If you do not mind HFCS and artificial flavor in your diet on a -regular basis-, this may be a good product for you.<br /><br />I returned mine for a full refund.",1
132,422948,"The closest I can say they resemble is a chocolate rice krispie bar drizzled with chocolate.  With 9g of protein per bar, it does a good job keeping hunger at bay.  I have one when I start to feel hungry and it gets me by for a couple hours.  They're also cheaper than most of the other bars.  For being a 'diet bar', I thought they tasted pretty good.",4
133,423576,These are awesome. Lots of flavor and its honestly unlike anything I've ever tasted before. These have truly shattered the mold!!!!! Cranberry is my favorite!!,5
134,424029,Coffee was acceptable in strength (brewed as 9 oz cup) but there was little 'butter pecan' flavor to speak of.  I'm not likely to reorder this flavor.  I did appreciate each pod wrapped individually.  This keeps all pods fresh until used.<br /><br />Update (Sep-06-09): The flavor is growing on me a bit -- still not butter pecan -- but it's an OK cup of coffee.,3
135,428409,"Several of the rolls of bags were defective, so that individual bags split along the seams. This would obviously lead to some very messy clean ups, that were more like using a piece of ripped saran wrap (no surefire hand protection) than a bag. Sticking with the trusted blue ones, which I haven't had an issue with.<br /><br />Also, these are definitely normal, plastic bags. They are not biodegradable.",1
136,429764,"unfortunately, this product was neither as pictured nor as described. there were no harvest cheddar sunchips bags in the box. i've ordered the multi-pack from amazon before and was disappointed to note that this time the chips were noticeably stale.",2
137,432034,"I was VERY excited to order this Barney Butter after reading about it in a magazine, and I loved the idea of the individual packets.  However, I was extremely disappointed to find that the almond butter was rock hard and dry within the packets, with a little bit of oil at the bottom and no possible way to mix the two together.  When I sampled it, it was like chewing on rubber.  I ended up throwing the entire box into the garbage.",1
138,435140,I was so disappointed that I threw them all out.  I don't know why it tastes so good at the stadium...is it because it stands out a long time?,1
139,439923,"I love the fact that this product is not greasy.  I love the fact that I can throw it into my purse at the last minute on my way out the door to work and then later onto a night class at the university.  It keeps me from going crazy at the vending machines.  You do need lots of water.  It is a little twangy, I guess is the word I would use, but it tastes good.  I am so excited to have something with high protein and low fat that is so easily accessible.  Thank you.",4
140,440114,This is by far..the BEST FRENCH ROAST I have ever had! Aside from that...you can't beat the packaging and the price! Talk about eco friendly. I'm all for it. I will be a forever customer as long as they keep things the same. I recommend the Subscribe & Save program.,5
141,445128,a wonderful salt for almost anything. is really good to put on steaks and then tenderize. makes the meat very tender and hold in juices. My favorite cooking salt by far.,5
142,446176,"We were unable to find Newman's Own Pet Food in any retail outlet. I was determined to banish Chinese ""food"" from this home. Thanks to Google, I found it listed with Amazon. Previous experience with Amazon's fast accurate dealings - even through partners - caused me to take this route.<br /><br />Would have liked more choice on flavors, but it's working out okay.",4
143,452508,"After doing a lot of research on single grain oatmeal cereal, it's clear HappyBellies has the best ingredients (DHA from algea as opposed to fish oil and a better blend of probiotics as opposed to just one type). However, there definitely is some sort of production problem with the cans of oatmeal with a July 2012 expiration date.<br /><br />First, there is a distinct smell with this oatmeal. This oatmeal has a strong stale smell and looks grey in color. All other oatmeals have almost no smell at all and have a consistent light-khaki color.<br /><br />Second, the HappyBellies oatmeal does not thicken formula as other oatmeals do. Our son has acid reflux and we were told to add one tablespoon of oatmeal per ounce of formula. When I use Gerber oatmeal with DHA and probiotics, this makes the formula very thick - sludgelike. With the HappyBellies, no matter how much I add it doesn't thicken the formula at all. It remains watery and not suitable for a baby who spits up excessively.<br /><br />Third, I think our son has an allergic reaction to this oatmeal. He has no issue using the non-organic Gerber oatmeal with DHA and probiotics, but with the HappyBellies he has thrown up the formula/oatmeal immediately after eating it as if his stomach was upset. He also seemed to break out in a rash after putting him on HappyBellies after a couple of days.<br /><br />I agree with the other reviews that there definitely seems to be something wrong with this batch of oatmeal. I suspect that moisture somehow go into the oatmeal before it was sealed and as a result it rotted in the can, thus causing a bad smell, a grey color, and unable to absorb the moisture from the formula to thicken the solution. The grey color has even made me wonder if it's mold that has grown on the oatmeal.<br /><br />It's very clear to me that HappyBellies should issue a voluntary recall of this product!",1
144,452599,I bought this because I was looking for something with probiotics.  I have purchased a similar product from Plum Organics (contained Pro and prebiotics).  I have purchased several items from HappyBellies before and have been pleased with them all.  I ordered this despite the reviews from others that commented on the rancid smell.  I assume this has to do with the added DHA.  I bought 6 containers.  Opened all 6 and they ALL smelled rancid.  I would never feed this to my child.  Ended up contacting Amazon because there was no return available for this product.  Save yourself the hassle.  Buy Plum Organics Multi grain cereal.,1
145,457730,"These are large cans of beans, not dry beans like I thought.  I would have kept them because Eden Foods is one of the few producers of canned goods that do not include BPA in their linings (I'm a big fan of Eden).  Some of the cans, however, arrived damaged at the seams which can let in air and cause bacterial growth.  They were packaged poorly, having put the cans with several books making the somewhat small box weigh 30 lbs and destined to be damaged.<br /><br />Update:  I wrote ""canned, not dry"" because originally there was not a photo.  I'm glad Amazon is listening!",1
146,465616,"I'm a huge fan of the Village Mixes products. I'm pretty picky about what I serve my family, especially when it comes to packaged food, but these products meet my expectations for quality. No nasty additives or preservatives, or stuff I can't pronounce! My kids love the Apple Crisp. My son even requested it instead of a birthday cake one year! Really easy to make, too. I've even given these to teachers, bus drivers, etc. as gifts - the boxes are really pretty.",5
147,470480,"We've always liked Zuke's products so when looking for a glucosamine supplement, Zukes's was near the top of my short list of candidates. I chose the Zuke's treats because each contains 300 mg of glucosamine and because the formula contains no wheat, corn, soy, by-products, or artificials.<br /><br />Not everyone agrees on the efficacy of glucosamine, but I've taken it for years with wonderful results, and our bichon with problem hips showed marked improvement while taking glucosamine.<br /><br />These square treats are soft and easily broken into pieces if desired. Our Piper gets a Zuke's treat every night and eats it with gusto. When this bag has run its course, I'll be ordering another.",5
148,472361,"I wanted to like it, since it is so much healthier than most alternatives. But the taste just isn't there. My daughter and I both immediately said the same thing after tasting it. While it is indeed spicy (i.e., hot), it is also sweet, which sort of deadens the spiciness of the flavor. We wish that we hadn't ordered two boxes of this, but had tried a different flavor instead. Perhaps we will. But it is somewhat disconcerting to consider that we might also not like the taste of the different flavor, since the cost of the product is not inexpensive. Thus we are not yet sure that we will order more.",2
149,473708,"As a healthier alternative to other sweeteners I have tried, stevia extract fulfilled the billing it had received.  I had been led to this brand (NOW) because it reportedly had less bitter aftertaste than other brands and I found that to be true although there is still a slight undesirable aftertaste.  Stevia provides sweetness but a different tasting sweetness that takes some time to get used to.",3
150,477129,"If you like seaweed snacks and if you like wasabe, this is the right combination for you.  Once you place it in your mouth, the wasabe gives you a kick immediately.  Tasty.<br /><br />We have a Trader's Joe close to our house, this sells for a buck.",4
151,477393,"These are Fig Newtons, what can you say?  Everyone likes them (or not).  They are a nice-sized snack in a nearly indestructible foil wrapper.  You get two double-length cookies, approximately equivalent to 4 regular Fig Newtons.  Good for tossing in lunches, purses, the car, etc.  Arrived very fresh and in good shape.  Handy as a somewhat more nutritious snack.  We like them enough to order more, when on sale!",5
152,478711,"Tired of not getting the dressing you want? I am!! this works perfect, keep in wallet or office, car, etc. taste good however not enough in one pouch for a normal side salad, let alone a normal size salad",3
153,479353,"These noodles are a little hard to take in the beginning - ""rubbery"" would best describe them.  However, seasoning is the key.  Serve them with grated parmesan or imitation parmesan, tomato sauce, olive oil, a little garlic, and you have a delicious meal.  It's a godsend for people who must watch their calories carefully and still crave to eat foods beyond vegetables.  As someone who has always had to watch her weight, I strongly recommend that you give them a chance.  And the fact that it's good for your health is another plus.  Try Whole Foods or Wild By Nature.  Less than $2.00.",4
154,480275,This is the best baking & pancake mix I've tried. The pancakes aren't gritty and the muffins and bread taste like the real deal!,4
155,480542,"The bars taste good, but they are REALLY crunchy! It's almost impossible to eat them and not make a huge mess of crumbs--definitely not good for taking on the go to eat in the car!",2
156,483808,"It's not bad. My son is picky and didn't like the fruity scent. My daughter was turned off by the scent at first, but then she said it was good. It's soft and chewy, not rubbery. It doesn't stick to the teeth too badly, and it's not overly sweet. It's really not bad at all. I like it better than traditional red licorice and a thousand times better than black licorice. I'm very picky about my candy, though. I wouldn't go out of my way for it.",3
157,484521,This yeast works great but after filtering and clearing the wine it still has a yeast taste for a few days. Then it diminishes. The only thing I would like is a more accurate description of how much yeast to use per volume of liquid.,3
158,489981,These are favorites of all our guests.  They have a delicious white cheddar taste.  I absolutely recommend them.,5
159,500946,"I was disappointed with the taste of this coffee.  I don't use sugar in my coffee, only cream, and found the taste unpleasant without sugar. Unfortunately I bought a 3-pack.  I will only buy one pack of untried brands in the future.  I've been looking for a replacement for my preferred brand since it disappeared from the market.  Guess I'll keep looking.",2
160,508238,"I tried this coffee on a half dozen quests this weekend and they all loved it.  For those that like their coffee mild, I brewed 7 oz cups.  For those of us that like it bold, I brewed 5 oz cups.<br /><br />As an earlier posted noted, it does have a slightly flavored quality to the taste that makes it stand out from other coffees.  The taste isn't obvious enough to turn off drinkers who want their coffee ""regular and black"" but strong enough to note for those of us that pay attention.<br /><br />I plan on trying all of Wolfgang's line.  Wish he'd offer a variety pack.",5
161,510230,Purchased under a promotional price.  This made them very affordable for resale in a fun raising capacity.,5
162,510950,"Never got a delivery as fast as we did this time.  We were running low on our special coffee. We have sampled many K-cup coffees, some in assorted packs and decided this is the best.  It is mellow, never bitter and always totally enjoyable.",5
163,511147,"This is less of a ""bold"" flavor and more of an acidic and bitter coffee. My wife is easy to please and she's not a fan. I'll finish the box but I reach of others first.",3
164,513084,"I made the mistake of eating this cereal before reading the ingredient label.  You would think with Sugar, Corn Syrup, Brown Sugar, Honey, Barley Malt Extract, and Malt Syrup it would be sweet enough.  But no, they also added Sucralose, which explains the gross aftertaste.  If you dislike artificial sweeteners, skip this cereal.  I prefer getting fiber from cereals with short lists of ingredients, with mostly things I actually can identify.",1
165,513380,"Almonds are one of the most healthy, satisfying foods you can find.  These are nice and spicy with the right snack size.  I debated getting these or the big tins, but the small bags helps me control the overeating and mindless snack munching.",5
166,520908,"My dog really loves bully sticks, he will gnaw on one for days (He isn't that big) and it is a good alternative to socks, shoes, coffee tables, electrical cords, etc. These were inexpensive compared to pet store prices, they showed up on time, and my dog seems to approve.",4
167,521332,"Believe it or not, I've never tried British steamed pudding until now. I ordered Aunty's Chocolate and Spotted Dick puddings on Amazon after the recent Royal Wedding of William and Kate. I noticed on Amazon that a lot of people were buying things such as scone mixes, lemon curd, clotted cream, British tea, etc. I also noticed that some people bought steamed pudding as well. I've  always wanted to try British steamed pudding after I read Charles Dickens' ""A Christmas Carol"" as a child, and saw ""A Christmas Carol"", the 1999 movie with Patrick Stewart and Richard E. Grant. I've seen many movie versions of Charles Dickens' ""A Christmas Carol"", and I honestly think that the Patrick Stewart version is the best one. The mother of an ex-boyfriend of mine told me that she saw Patrick Stewart doing the one-man Broadway show of ""A Christmas Carol"" when he came to St. Louis, and she told me that Patrick Stewart was excellent. Anyways, the 1999 ""A Christmas Carol"" movie captured the Cratchit family Christmas dinner so well. And the scene where Mrs. Cratchit brings in the Christmas pudding/plum pudding was a nice scene, and made me want to try Christmas pudding. Even though this is not titled Christmas pudding/plum pudding, it's close enough. I popped these puddings in the microwave and served them to my mother as part of her Mother's Day gift, and my whole family liked both Aunty's steamed puddings. I prefer the chocolate pudding over the spotted dick pudding. I bought some extra chocolate steamed puddings for some of my co-workers to try. I've also decided to order Walkers Shortbread Rich Fruit Pudding on Amazon to get the actual Christmas pudding experience. David Perdue has an excellent Charles Dickens website - type ""charlesdickenspage.com"" as part of the URL. Click on ""Dickens and Christmas"", scroll down and to the left there is an actual plum pudding recipe for people who desire to take the time to cook the pudding a la Cratchit family. Anyways, these Aunty's steamed puddings are easy to cook - pop them in the microwave for 30 to 40 seconds.  And they're less than 5% fat, and are suitable for vegetarians as well. If you want to try something different, then try Aunty's steamed puddings!",5
168,521893,"While in university, I used to visit friends at a farm where they made jam from scratch, baked their breads and hunted for meat. Our friend Gladis was an excellent cook, and had a spread for us on weekends. After I graduated, moved away to a big city, busy life and purchased food off grocery shelves to whatever fell within arms reach...:0) Although the Smucker's jam was not bad, I decided to try the stonewall sold on amazon. I was in for a treat. Just like the good ol days..Tasted fresh, they used cane sugar, no sweetener , and it was filled with berries.Just like how they made it on the farm...",5
169,528282,"Really High in salt (3,250 mg/box) and a third of the calories are from FAT.  The package states that it contains less than 0.5% of MSG, etc....again with the neurotoxins!!!  The flavor is not really cheesy as you'd expect from the hype on the box.  The potatoes do remain firm though.  It's hard to describe the flavor.  Creamy yet artificial tasting. No, I really must NOT be sucked into buying these awful scalloped potatoes again.  Buy it at your own risk.",2
170,531660,"I just tried this product for the first time this morning and was eager to do so. Boy, was I disappointed and disgusted! I tried with all my might to get through a fourth of the cup but I simply could not do it. This so-called cappuccino tasted greasy and overly sweet at the same time. I did not even know that was possible for a caffeine product. I would have rather had gas station cappuccino than this garbage. I wish there were a way for me to return the 22 K-Cups that are left but, sadly, they will just end up in the trash. What a waste of my hard-earned money.",1
171,534549,"This is definitely a very strong, dark, moist, roast coffee--it lives up to its name. The flavor packs a real punch. If you like a dark coffee but without the bite, try Java Trading Co. Espresso. <a href=""http://www.amazon.com/gp/product/B000HBIN88"">Java Trading Company Espresso Jet City Whole Bean, 5-Pound Bag</a> Dark but much milder--and the price is better!",4
172,541352,"I purchased 2 33 oz. bags of 8 o;clock columbian whole bean coffee from Amazon.Ive been using this brand for about 1 year. The 1st bag the beans had no oil on them, but made a decent cup of coffee. I just opened the 2nd bag and was very disapointed,the beans were dried out,they smelled like staw and had a bad taste. I will not waste my money on this product again.",1
173,541800,I don't like all the controversy surrounding rawhide bones and don't want take the risk of my Lab getting a blockage so I exclusively give him Booda bones which are safe. My lab is an aggressive chewer and considering this is edible it makes him that much more excited as he LOVES food. He enjoys these bones but devours them in less than 20 minutes. I usually give it to him for a few minutes until he eats half of it and then I take it away to save for next time. This obviously would get very expensive so he has his non-edible Nylabones most of the time and these are special treats.,4
174,548557,"The bread was a little sweet and it crumbled.  I followed the directions, but it did not turn out well.",3
175,557657,"Chocolate tastes great! But that goes without saying--I mean, its Ghiradelli!<br />Bought it as a gift for a chocolate lover, so the gift was well appreciated!<br />Unfortunately though, the chocolate was broken upon receipt :( :(  that was the most disappointing. Otherwise all good!",4
176,559007,"We got a bag of brown, squished Jelly Bellies.  Maybe.  As the bag only contains Brown Flops, no one here will eat them, comparing them to other more bovine flops.",1
177,567957,I wanted this for the omega 3's but my daughter wouldn't eat this.  It really smells and looks like cat food.,2
178,568004,This looks and smells great but my son didn't really like it.  the texture is much lumpier than their other products.  It requires a lot of chewing and seems a bit dry.,2
